time, clk_1M024, rst_n_1M024, clk_16M384, rst_16M384, DAC_I, DAC_Q, DAC_bits, DAC_vld, pn_5, pn_4
                8277, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8278, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8279, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8280, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8281, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
                8282, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
                8283, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
                8284, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
                8285, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8286, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8287, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8288, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8289, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
                8290, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
                8291, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
                8292, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
                8293, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 0
                8294, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 0
                8295, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 0
                8296, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 0
                8297, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
                8298, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
                8299, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
                8300, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
                8301, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 0
                8302, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 0
                8303, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 0
                8304, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 0
                8305, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
                8306, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
                8307, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 0
                8308, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 0
                8309, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
                8310, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
                8311, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
                8312, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
                8313, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8314, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8315, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 0
                8316, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 0
                8317, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
                8318, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
                8319, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
                8320, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
                8321, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8322, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8323, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
                8324, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
                8325, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
                8326, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
                8327, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
                8328, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
                8329, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8330, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8331, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
                8332, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
                8333, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
                8334, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
                8335, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
                8336, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
                8337, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 0
                8338, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 0
                8339, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
                8340, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
                8341, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 0
                8342, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 0
                8343, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 0
                8344, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 0
                8345, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
                8346, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
                8347, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
                8348, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
                8349, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 0
                8350, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 0
                8351, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 0
                8352, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 0
                8353, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
                8354, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
                8355, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
                8356, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
                8357, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8358, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8359, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8360, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8361, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
                8362, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
                8363, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
                8364, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
                8365, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8366, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8367, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8368, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8369, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
                8370, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
                8371, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 1
                8372, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 1
                8373, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
                8374, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
                8375, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
                8376, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
                8377, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8378, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8379, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 1
                8380, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 1
                8381, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
                8382, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
                8383, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
                8384, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
                8385, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8386, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8387, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
                8388, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
                8389, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
                8390, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
                8391, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
                8392, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
                8393, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8394, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8395, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
                8396, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
                8397, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
                8398, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
                8399, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
                8400, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
                8401, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8402, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8403, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
                8404, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
                8405, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8406, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8407, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8408, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8409, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
                8410, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
                8411, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
                8412, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
                8413, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8414, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8415, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8416, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8417, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8418, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8419, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
                8420, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
                8421, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
                8422, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
                8423, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
                8424, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 0
                8425, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8426, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8427, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
                8428, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
                8429, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
                8430, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
                8431, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
                8432, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 0
                8433, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8434, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8435, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8436, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
                8437, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8438, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8439, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8440, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8441, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 0
                8442, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 0
                8443, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8444, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
                8445, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8446, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8447, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8448, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8449, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8450, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8451, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
                8452, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
                8453, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
                8454, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
                8455, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
                8456, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
                8457, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8458, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8459, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
                8460, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
                8461, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
                8462, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
                8463, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
                8464, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
                8465, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8466, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8467, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
                8468, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
                8469, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8470, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8471, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8472, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8473, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
                8474, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
                8475, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
                8476, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
                8477, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8478, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8479, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8480, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8481, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8482, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8483, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
                8484, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
                8485, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
                8486, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
                8487, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
                8488, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 0
                8489, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8490, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8491, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
                8492, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
                8493, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
                8494, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
                8495, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
                8496, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 0
                8497, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8498, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8499, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8500, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
                8501, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8502, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8503, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8504, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8505, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 0
                8506, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 0
                8507, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8508, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
                8509, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8510, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8511, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8512, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8513, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8514, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8515, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8516, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8517, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8518, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8519, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8520, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8521, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8522, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8523, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8524, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8525, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8526, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8527, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8528, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8529, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8530, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8531, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
                8532, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
                8533, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 1
                8534, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 1
                8535, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 1
                8536, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 1
                8537, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
                8538, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
                8539, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
                8540, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
                8541, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 1
                8542, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 1
                8543, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 1
                8544, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 1
                8545, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
                8546, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
                8547, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
                8548, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
                8549, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 1
                8550, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 1
                8551, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 1
                8552, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 1
                8553, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
                8554, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
                8555, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
                8556, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
                8557, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 1
                8558, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 1
                8559, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 1
                8560, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 1
                8561, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
                8562, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
                8563, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8564, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8565, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8566, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8567, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8568, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8569, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8570, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8571, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8572, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8573, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8574, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8575, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8576, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8577, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8578, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8579, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8580, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8581, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8582, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8583, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8584, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8585, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8586, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8587, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8588, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8589, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8590, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8591, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8592, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8593, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8594, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8595, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8596, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8597, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8598, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8599, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8600, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8601, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
                8602, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
                8603, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
                8604, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
                8605, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
                8606, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
                8607, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
                8608, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
                8609, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8610, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8611, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
                8612, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
                8613, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
                8614, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
                8615, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
                8616, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
                8617, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8618, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8619, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
                8620, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
                8621, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
                8622, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
                8623, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
                8624, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
                8625, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 1
                8626, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 1
                8627, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
                8628, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
                8629, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8630, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8631, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8632, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8633, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
                8634, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
                8635, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
                8636, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
                8637, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
                8638, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
                8639, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
                8640, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
                8641, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8642, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8643, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
                8644, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
                8645, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
                8646, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
                8647, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
                8648, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 0
                8649, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8650, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8651, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
                8652, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
                8653, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
                8654, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
                8655, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
                8656, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 0
                8657, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
                8658, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
                8659, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8660, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
                8661, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
                8662, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
                8663, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
                8664, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
                8665, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 0
                8666, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 0
                8667, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
                8668, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
